POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM ESTE,NU_COORD_UTM NORTE,°API
LB 1964,9-feb-13,2,2013,18,12,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,4-mar-13,3,2013,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,6-abr-13,4,2013,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,11-may-13,5,2013,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,12-jun-13,6,2013,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,14-jul-13,7,2013,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,6-oct-13,10,2013,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,20-dic-13,12,2013,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,6-ene-14,1,2014,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,15-feb-14,2,2014,11,7,0.36,HH9,266968.50,1111753.70,16.3
LB 1964,17-mar-14,3,2014,14,9,0.36,HH9,266968.50,1111753.70,16.3
LB 1964,10-abr-14,4,2014,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1965,17-mar-09,3,2009,10,8,0.2,HH9,267161.77,1111434.60,10
LB 1965,26-may-09,5,2009,10,8,0.2,HH9,267161.77,1111434.60,10
LB 1965,26-jun-10,6,2010,9,6,0.33,HH9,267161.77,1111434.60,10
LB 1965,11-jul-10,7,2010,9,6,0.33,HH9,267161.77,1111434.60,10
LB 1965,11-ago-10,8,2010,13,9,0.31,HH9,267161.77,1111434.60,10
LB 1965,14-oct-10,10,2010,22,15,0.32,HH9,267161.77,1111434.60,10
LB 1965,23-dic-10,12,2010,17,12,0.29,HH9,267161.77,1111434.60,10
LB 1965,17-ene-11,1,2011,15,10,0.33,HH9,267161.77,1111434.60,10
LB 1965,8-feb-11,2,2011,16,11,0.31,HH9,267161.77,1111434.60,10
LB 1965,25-jul-11,7,2011,11,8,0.27,HH9,267161.77,1111434.60,10
LB 1965,6-sep-11,9,2011,10,7,0.3,HH9,267161.77,1111434.60,10
LB 1965,16-feb-12,2,2012,10,7,0.3,HH9,267161.77,1111434.60,10
LB 1965,25-mar-12,3,2012,9,6,0.33,HH9,267161.77,1111434.60,10
LB 1965,17-abr-12,4,2012,10,7,0.3,HH9,267161.77,1111434.60,10
LB 1965,11-jun-12,6,2012,14,10,0.29,HH9,267161.77,1111434.60,10
LB 1965,8-ago-12,8,2012,9,6,0.33,HH9,267161.77,1111434.60,10
LB 1965,13-oct-12,10,2012,13,9,0.31,HH9,267161.77,1111434.60,10
LB 1965,21-nov-12,11,2012,13,9,0.31,HH9,267161.77,1111434.60,10
LB 1965,9-jun-13,6,2013,48,33,0.31,HH9,267161.77,1111434.60,10
LB 1965,21-jul-13,7,2013,46,32,0.3,HH9,267161.77,1111434.60,10
LB 1965,4-sep-13,9,2013,20,14,0.3,HH9,267161.77,1111434.60,10
LB 1965,16-mar-14,3,2014,33,23,0.3,HH9,267161.77,1111434.60,10
LB 1965,11-abr-14,4,2014,14,10,0.29,HH9,267161.77,1111434.60,10
LB 1968,25-ene-09,1,2009,22,19,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,23-feb-09,2,2009,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,8-mar-09,3,2009,19,16,0.16,JJ8,266148.60,1109446.79,13.9
LB 1968,17-abr-09,4,2009,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,12-may-09,5,2009,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,12-jun-09,6,2009,20,18,0.1,JJ8,266148.60,1109446.79,13.9
LB 1968,13-jul-09,7,2009,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,13-ago-09,8,2009,22,20,0.09,JJ8,266148.60,1109446.79,13.9
LB 1968,9-sep-09,9,2009,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,16-ene-10,1,2010,16,15,0.06,JJ8,266148.60,1109446.79,13.9
LB 1968,4-feb-10,2,2010,13,12,0.08,JJ8,266148.60,1109446.79,13.9
LB 1968,3-mar-10,3,2010,12,11,0.08,JJ8,266148.60,1109446.79,13.9
LB 1968,9-abr-10,4,2010,13,12,0.08,JJ8,266148.60,1109446.79,13.9
LB 1968,17-may-10,5,2010,13,11,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,8-jun-10,6,2010,12,10,0.17,JJ8,266148.60,1109446.79,13.9
LB 1968,7-jul-10,7,2010,11,10,0.09,JJ8,266148.60,1109446.79,13.9
LB 1968,10-ago-10,8,2010,11,10,0.09,JJ8,266148.60,1109446.79,13.9
LB 1968,11-sep-10,9,2010,14,12,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,9-nov-10,11,2010,14,12,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,2-dic-10,12,2010,13,11,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,10-ene-11,1,2011,13,11,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,8-feb-11,2,2011,14,12,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,4-mar-11,3,2011,13,11,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,17-abr-11,4,2011,12,10,0.17,JJ8,266148.60,1109446.79,13.9
LB 1968,6-may-11,5,2011,14,12,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,15-jul-11,7,2011,20,17,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,10-ago-11,8,2011,18,16,0.11,JJ8,266148.60,1109446.79,13.9
LB 1968,6-sep-11,9,2011,20,17,0.15,JJ8,266148.60,1109446.79,13.9
LB 1968,7-oct-11,10,2011,16,14,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,26-nov-11,11,2011,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,9-dic-11,12,2011,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,8-ene-12,1,2012,15,13,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,14-feb-12,2,2012,15,13,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,16-mar-12,3,2012,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,3-abr-12,4,2012,15,13,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,2-may-12,5,2012,17,15,0.12,JJ8,266148.60,1109446.79,13.9
LB 1968,19-jul-12,7,2012,18,16,0.11,JJ8,266148.60,1109446.79,13.9
LB 1968,2-ago-12,8,2012,15,13,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,7-sep-12,9,2012,16,14,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,4-oct-12,10,2012,15,13,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,20-dic-12,12,2012,16,14,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,24-ene-13,1,2013,21,18,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,20-feb-13,2,2013,23,20,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,4-abr-13,4,2013,24,21,0.13,JJ8,266148.60,1109446.79,13.9
LB 1968,4-may-13,5,2013,4,3,0.25,JJ8,266148.60,1109446.79,13.9
LB 1968,27-jul-13,7,2013,12,10,0.17,JJ8,266148.60,1109446.79,13.9
LB 1968,6-sep-13,9,2013,14,12,0.14,JJ8,266148.60,1109446.79,13.9
LB 1968,11-mar-14,3,2014,11,10,0.09,JJ8,266148.60,1109446.79,13.9
LB 1968,7-abr-14,4,2014,12,10,0.17,JJ8,266148.60,1109446.79,13.9
LB 1970,4-mar-09,3,2009,22,16,0.27,HH8,265373.62,1110353.80,11.8
LB 1970,11-abr-09,4,2009,8,6,0.25,HH8,265373.62,1110353.80,11.8
LB 1970,16-may-09,5,2009,10,7,0.3,HH8,265373.62,1110353.80,11.8
LB 1970,18-jun-09,6,2009,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,30-sep-09,9,2009,11,9,0.18,HH8,265373.62,1110353.80,11.8
LB 1970,31-oct-09,10,2009,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,20-nov-09,11,2009,10,8,0.2,HH8,265373.62,1110353.80,11.8
LB 1970,16-mar-10,3,2010,9,7,0.22,HH8,265373.62,1110353.80,11.8
LB 1970,20-abr-10,4,2010,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,9-may-10,5,2010,11,9,0.18,HH8,265373.62,1110353.80,11.8
LB 1970,24-jul-11,7,2011,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,24-sep-11,9,2011,16,13,0.19,HH8,265373.62,1110353.80,11.8
LB 1970,19-nov-11,11,2011,10,8,0.2,HH8,265373.62,1110353.80,11.8
LB 1970,15-feb-12,2,2012,9,7,0.22,HH8,265373.62,1110353.80,11.8
LB 1970,12-mar-12,3,2012,7,6,0.14,HH8,265373.62,1110353.80,11.8
LB 1970,17-abr-12,4,2012,6,5,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,15-may-12,5,2012,6,5,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,14-jun-12,6,2012,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,19-jul-12,7,2012,7,6,0.14,HH8,265373.62,1110353.80,11.8
LB 1970,29-sep-12,9,2012,10,8,0.2,HH8,265373.62,1110353.80,11.8
LB 1970,3-nov-12,11,2012,9,7,0.22,HH8,265373.62,1110353.80,11.8
LB 1970,15-dic-12,12,2012,8,7,0.13,HH8,265373.62,1110353.80,11.8
LB 1970,12-ene-13,1,2013,8,7,0.13,HH8,265373.62,1110353.80,11.8
LB 1970,11-feb-13,2,2013,7,6,0.14,HH8,265373.62,1110353.80,11.8
LB 1970,11-mar-13,3,2013,8,7,0.13,HH8,265373.62,1110353.80,11.8
LB 1970,12-may-13,5,2013,8,7,0.13,HH8,265373.62,1110353.80,11.8
LB 1970,23-jul-13,7,2013,8,7,0.13,HH8,265373.62,1110353.80,11.8
LB 1970,15-sep-13,9,2013,11,9,0.18,HH8,265373.62,1110353.80,11.8
LB 1970,8-oct-13,10,2013,12,10,0.17,HH8,265373.62,1110353.80,11.8
LB 1970,16-nov-13,11,2013,10,8,0.2,HH8,265373.62,1110353.80,11.8
LB 1970,19-feb-14,2,2014,10,8,0.2,HH8,265373.62,1110353.80,11.8
LB 1970,9-mar-14,3,2014,9,7,0.22,HH8,265373.62,1110353.80,11.8
LB 1971,5-feb-09,2,2009,41,31,0.24,HH9,267165.11,1111177.00,10
LB 1971,17-sep-09,9,2009,9,9,0,HH9,267165.11,1111177.00,10
LB 1971,1-feb-10,2,2010,11,11,0,HH9,267165.11,1111177.00,10
LB 1971,29-mar-10,3,2010,11,10,0.09,HH9,267165.11,1111177.00,10
LB 1971,12-may-10,5,2010,10,9,0.1,HH9,267165.11,1111177.00,10
LB 1971,25-jun-10,6,2010,9,8,0.11,HH9,267165.11,1111177.00,10
LB 1971,10-ago-10,8,2010,11,10,0.09,HH9,267165.11,1111177.00,10
LB 1971,25-dic-10,12,2010,10,9,0.1,HH9,267165.11,1111177.00,10
LB 1971,9-feb-11,2,2011,10,9,0.1,HH9,267165.11,1111177.00,10
LB 1971,18-mar-11,3,2011,10,9,0.1,HH9,267165.11,1111177.00,10
LB 1971,30-jun-11,6,2011,11,10,0.09,HH9,267165.11,1111177.00,10
LB 1971,19-jul-11,7,2011,9,8,0.11,HH9,267165.11,1111177.00,10
LB 1971,14-sep-11,9,2011,9,8,0.11,HH9,267165.11,1111177.00,10
LB 1971,14-nov-11,11,2011,7,7,0,HH9,267165.11,1111177.00,10
LB 1971,4-dic-11,12,2011,8,7,0.13,HH9,267165.11,1111177.00,10
LB 1971,15-mar-12,3,2012,11,10,0.09,HH9,267165.11,1111177.00,10
LB 1971,18-jun-12,6,2012,15,14,0.07,HH9,267165.11,1111177.00,10
LB 1971,9-jul-12,7,2012,9,8,0.11,HH9,267165.11,1111177.00,10
LB 1971,13-sep-12,9,2012,15,14,0.07,HH9,267165.11,1111177.00,10
LB 1971,11-oct-12,10,2012,10,9,0.1,HH9,267165.11,1111177.00,10
LB 1971,14-nov-12,11,2012,11,10,0.09,HH9,267165.11,1111177.00,10
LB 1971,30-dic-12,12,2012,14,13,0.07,HH9,267165.11,1111177.00,10
LB 1971,27-ene-13,1,2013,12,11,0.08,HH9,267165.11,1111177.00,10
LB 1971,10-mar-13,3,2013,14,13,0.07,HH9,267165.11,1111177.00,10
LB 1971,5-may-13,5,2013,17,16,0.06,HH9,267165.11,1111177.00,10
LB 1971,4-jun-13,6,2013,13,12,0.08,HH9,267165.11,1111177.00,10
LB 1971,17-sep-13,9,2013,5,5,0,HH9,267165.11,1111177.00,10
LB 1973A,9-ene-09,1,2009,15,12,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,7-feb-09,2,2009,20,17,0.15,HH8,266108.56,1110118.55,10.7
LB 1973A,9-mar-09,3,2009,21,17,0.19,HH8,266108.56,1110118.55,10.7
LB 1973A,6-abr-09,4,2009,14,12,0.14,HH8,266108.56,1110118.55,10.7
LB 1973A,28-may-09,5,2009,16,13,0.19,HH8,266108.56,1110118.55,10.7
LB 1973A,19-jun-09,6,2009,13,11,0.15,HH8,266108.56,1110118.55,10.7
LB 1973A,28-jul-09,7,2009,24,20,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,18-ago-09,8,2009,23,19,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,10-sep-09,9,2009,21,17,0.19,HH8,266108.56,1110118.55,10.7
LB 1973A,28-oct-09,10,2009,23,19,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,7-nov-09,11,2009,21,17,0.19,HH8,266108.56,1110118.55,10.7
LB 1973A,17-dic-09,12,2009,19,16,0.16,HH8,266108.56,1110118.55,10.7
LB 1973A,16-ene-10,1,2010,19,16,0.16,HH8,266108.56,1110118.55,10.7
LB 1973A,19-feb-10,2,2010,20,17,0.15,HH8,266108.56,1110118.55,10.7
LB 1973A,17-mar-10,3,2010,18,15,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,16-ago-10,8,2010,21,17,0.19,HH8,266108.56,1110118.55,10.7
LB 1973A,4-sep-10,9,2010,19,16,0.16,HH8,266108.56,1110118.55,10.7
LB 1973A,27-oct-10,10,2010,18,15,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,10-nov-10,11,2010,23,19,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,10-dic-10,12,2010,20,17,0.15,HH8,266108.56,1110118.55,10.7
LB 1973A,10-ene-11,1,2011,19,16,0.16,HH8,266108.56,1110118.55,10.7
LB 1973A,3-feb-11,2,2011,18,15,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,5-mar-11,3,2011,17,14,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,16-abr-11,4,2011,18,15,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,12-jun-11,6,2011,17,14,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,5-jul-11,7,2011,15,12,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,14-ago-11,8,2011,15,12,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,20-sep-11,9,2011,17,14,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,19-oct-11,10,2011,14,12,0.14,HH8,266108.56,1110118.55,10.7
LB 1973A,21-dic-11,12,2011,14,12,0.14,HH8,266108.56,1110118.55,10.7
LB 1973A,9-ene-12,1,2012,12,10,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,31-mar-12,3,2012,11,9,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,1-may-12,5,2012,8,7,0.13,HH8,266108.56,1110118.55,10.7
LB 1973A,25-jun-12,6,2012,12,10,0.17,HH8,266108.56,1110118.55,10.7
LB 1973A,25-jul-12,7,2012,11,9,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,6-ago-12,8,2012,14,12,0.14,HH8,266108.56,1110118.55,10.7
LB 1973A,6-sep-12,9,2012,13,11,0.15,HH8,266108.56,1110118.55,10.7
LB 1973A,6-oct-12,10,2012,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,12-nov-12,11,2012,11,9,0.18,HH8,266108.56,1110118.55,10.7
LB 1973A,13-dic-12,12,2012,9,7,0.22,HH8,266108.56,1110118.55,10.7
LB 1973A,10-ene-13,1,2013,7,6,0.14,HH8,266108.56,1110118.55,10.7
LB 1973A,11-feb-13,2,2013,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,13-mar-13,3,2013,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,8-may-13,5,2013,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,17-sep-13,9,2013,5,4,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,6-ene-14,1,2014,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,17-feb-14,2,2014,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1973A,9-mar-14,3,2014,10,8,0.2,HH8,266108.56,1110118.55,10.7
LB 1974,17-jun-09,6,2009,14,14,0,JJ8,265549.65,1109336.00,9.4
LB 1974,13-dic-09,12,2009,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,22-ene-10,1,2010,10,9,0.1,JJ8,265549.65,1109336.00,9.4
LB 1974,12-mar-10,3,2010,13,11,0.15,JJ8,265549.65,1109336.00,9.4
LB 1974,10-jun-10,6,2010,12,11,0.08,JJ8,265549.65,1109336.00,9.4
LB 1974,3-oct-10,10,2010,11,10,0.09,JJ8,265549.65,1109336.00,9.4
LB 1974,12-nov-10,11,2010,10,9,0.1,JJ8,265549.65,1109336.00,9.4
LB 1974,17-dic-10,12,2010,11,10,0.09,JJ8,265549.65,1109336.00,9.4
LB 1974,12-ene-11,1,2011,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,10-feb-11,2,2011,11,10,0.09,JJ8,265549.65,1109336.00,9.4
LB 1974,6-mar-11,3,2011,10,9,0.1,JJ8,265549.65,1109336.00,9.4
LB 1974,11-ago-11,8,2011,8,7,0.13,JJ8,265549.65,1109336.00,9.4
LB 1974,16-sep-11,9,2011,12,11,0.08,JJ8,265549.65,1109336.00,9.4
LB 1974,11-nov-11,11,2011,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,13-dic-11,12,2011,12,11,0.08,JJ8,265549.65,1109336.00,9.4
LB 1974,21-ene-12,1,2012,10,9,0.1,JJ8,265549.65,1109336.00,9.4
LB 1974,19-feb-12,2,2012,13,12,0.08,JJ8,265549.65,1109336.00,9.4
LB 1974,19-mar-12,3,2012,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,4-abr-12,4,2012,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,13-may-12,5,2012,7,6,0.14,JJ8,265549.65,1109336.00,9.4
LB 1974,16-jul-12,7,2012,6,5,0.17,JJ8,265549.65,1109336.00,9.4
LB 1974,9-ago-12,8,2012,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,20-nov-12,11,2012,8,7,0.13,JJ8,265549.65,1109336.00,9.4
LB 1974,10-dic-12,12,2012,9,8,0.11,JJ8,265549.65,1109336.00,9.4
LB 1974,11-feb-13,2,2013,10,9,0.1,JJ8,265549.65,1109336.00,9.4
LB 1974,28-mar-13,3,2013,11,10,0.09,JJ8,265549.65,1109336.00,9.4
LB 1974,9-ago-13,8,2013,11,10,0.09,JJ8,265549.65,1109336.00,9.4
LB 1975,24-may-09,5,2009,16,11,0.31,HH9,266956.38,1111064.60,11.3
LB 1975,10-jun-09,6,2009,14,12,0.14,HH9,266956.38,1111064.60,11.3
LB 1975,13-jul-09,7,2009,13,9,0.31,HH9,266956.38,1111064.60,11.3
LB 1975,19-sep-09,9,2009,13,9,0.31,HH9,266956.38,1111064.60,11.3
LB 1975,19-ene-10,1,2010,10,7,0.3,HH9,266956.38,1111064.60,11.3
LB 1975,19-feb-10,2,2010,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,21-mar-10,3,2010,8,5,0.38,HH9,266956.38,1111064.60,11.3
LB 1975,9-may-10,5,2010,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,6-ago-11,8,2011,14,9,0.36,HH9,266956.38,1111064.60,11.3
LB 1975,18-nov-11,11,2011,12,8,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,10-dic-11,12,2011,13,8,0.38,HH9,266956.38,1111064.60,11.3
LB 1975,3-feb-12,2,2012,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,19-mar-12,3,2012,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,9-abr-12,4,2012,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,31-may-12,5,2012,9,6,0.33,HH9,266956.38,1111064.60,11.3
LB 1975,28-oct-12,10,2012,11,7,0.36,HH9,266956.38,1111064.60,11.3
LB 1975,7-ago-13,8,2013,12,8,0.33,HH9,266956.38,1111064.60,11.3
LB 1978,15-ene-09,1,2009,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,13-mar-09,3,2009,12,10,0.17,JJ8,266351.25,1109791.70,13.4
LB 1978,28-abr-09,4,2009,13,10,0.23,JJ8,266351.25,1109791.70,13.4
LB 1978,16-may-09,5,2009,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,27-jun-09,6,2009,17,14,0.18,JJ8,266351.25,1109791.70,13.4
LB 1978,16-jul-09,7,2009,11,9,0.18,JJ8,266351.25,1109791.70,13.4
LB 1978,22-sep-09,9,2009,9,7,0.22,JJ8,266351.25,1109791.70,13.4
LB 1978,24-oct-09,10,2009,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,15-nov-09,11,2009,11,8,0.27,JJ8,266351.25,1109791.70,13.4
LB 1978,14-dic-09,12,2009,12,9,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,12-abr-10,4,2010,12,10,0.17,JJ8,266351.25,1109791.70,13.4
LB 1978,16-dic-10,12,2010,11,9,0.18,JJ8,266351.25,1109791.70,13.4
LB 1978,13-ene-11,1,2011,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,9-feb-11,2,2011,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,9-mar-11,3,2011,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,8-may-11,5,2011,9,7,0.22,JJ8,266351.25,1109791.70,13.4
LB 1978,31-ago-11,8,2011,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,18-sep-11,9,2011,9,7,0.22,JJ8,266351.25,1109791.70,13.4
LB 1978,21-oct-11,10,2011,7,6,0.14,JJ8,266351.25,1109791.70,13.4
LB 1978,28-nov-11,11,2011,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,17-feb-12,2,2012,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,4-mar-12,3,2012,9,7,0.22,JJ8,266351.25,1109791.70,13.4
LB 1978,7-abr-12,4,2012,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,12-may-12,5,2012,6,5,0.17,JJ8,266351.25,1109791.70,13.4
LB 1978,17-jul-12,7,2012,7,6,0.14,JJ8,266351.25,1109791.70,13.4
LB 1978,6-ago-12,8,2012,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,14-sep-12,9,2012,7,6,0.14,JJ8,266351.25,1109791.70,13.4
LB 1978,22-nov-12,11,2012,7,6,0.14,JJ8,266351.25,1109791.70,13.4
LB 1978,7-dic-12,12,2012,13,10,0.23,JJ8,266351.25,1109791.70,13.4
LB 1978,28-ene-13,1,2013,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,10-feb-13,2,2013,8,6,0.25,JJ8,266351.25,1109791.70,13.4
LB 1978,25-mar-13,3,2013,10,8,0.2,JJ8,266351.25,1109791.70,13.4
LB 1978,25-may-13,5,2013,6,5,0.17,JJ8,266351.25,1109791.70,13.4
LB 1978,24-jul-13,7,2013,7,6,0.14,JJ8,266351.25,1109791.70,13.4
LB 1978,20-sep-13,9,2013,4,3,0.25,JJ8,266351.25,1109791.70,13.4
LB 1980,20-may-09,5,2009,14,10,0.29,HH9,266960.26,1110827.50,11.1
LB 1980,5-oct-09,10,2009,12,9,0.25,HH9,266960.26,1110827.50,11.1
LB 1980,20-ene-10,1,2010,8,6,0.25,HH9,266960.26,1110827.50,11.1
LB 1980,23-jul-10,7,2010,11,8,0.27,HH9,266960.26,1110827.50,11.1
LB 1980,21-ago-10,8,2010,9,6,0.33,HH9,266960.26,1110827.50,11.1
LB 1980,18-sep-10,9,2010,9,6,0.33,HH9,266960.26,1110827.50,11.1
LB 1980,21-abr-11,4,2011,8,6,0.25,HH9,266960.26,1110827.50,11.1
LB 1980,23-sep-11,9,2011,8,6,0.25,HH9,266960.26,1110827.50,11.1
LB 1980,29-nov-11,11,2011,10,7,0.3,HH9,266960.26,1110827.50,11.1
LB 1980,14-dic-11,12,2011,10,7,0.3,HH9,266960.26,1110827.50,11.1
LB 1980,16-ene-12,1,2012,9,6,0.33,HH9,266960.26,1110827.50,11.1
LB 1980,7-abr-12,4,2012,8,6,0.25,HH9,266960.26,1110827.50,11.1
LB 1980,21-jul-12,7,2012,11,8,0.27,HH9,266960.26,1110827.50,11.1
LB 1980,23-nov-12,11,2012,7,5,0.29,HH9,266960.26,1110827.50,11.1
LB 1980,20-abr-13,4,2013,11,8,0.27,HH9,266960.26,1110827.50,11.1
LB 1980,25-ago-13,8,2013,6,4,0.33,HH9,266960.26,1110827.50,11.1
LB 1981,5-feb-09,2,2009,35,26,0.26,HH9,266759.95,1110712.80,15.2
LB 1981,30-mar-09,3,2009,33,22,0.33,HH9,266759.95,1110712.80,15.2
LB 1981,1-ago-09,8,2009,13,9,0.31,HH9,266759.95,1110712.80,15.2
LB 1981,2-dic-09,12,2009,12,9,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,25-mar-10,3,2010,10,7,0.3,HH9,266759.95,1110712.80,15.2
LB 1981,26-jul-10,7,2010,9,7,0.22,HH9,266759.95,1110712.80,15.2
LB 1981,22-ago-10,8,2010,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,19-sep-10,9,2010,9,7,0.22,HH9,266759.95,1110712.80,15.2
LB 1981,9-nov-10,11,2010,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,26-dic-10,12,2010,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,19-feb-11,2,2011,7,5,0.29,HH9,266759.95,1110712.80,15.2
LB 1981,17-mar-11,3,2011,7,5,0.29,HH9,266759.95,1110712.80,15.2
LB 1981,19-abr-11,4,2011,7,5,0.29,HH9,266759.95,1110712.80,15.2
LB 1981,3-sep-11,9,2011,9,7,0.22,HH9,266759.95,1110712.80,15.2
LB 1981,15-ene-12,1,2012,9,6,0.33,HH9,266759.95,1110712.80,15.2
LB 1981,24-feb-12,2,2012,9,6,0.33,HH9,266759.95,1110712.80,15.2
LB 1981,29-abr-12,4,2012,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,16-jul-12,7,2012,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,12-oct-12,10,2012,8,6,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,29-mar-13,3,2013,12,9,0.25,HH9,266759.95,1110712.80,15.2
LB 1981,20-jun-13,6,2013,9,6,0.33,HH9,266759.95,1110712.80,15.2
LB 1981,14-jul-13,7,2013,20,14,0.3,HH9,266759.95,1110712.80,15.2
