POZO,FECHA PRUEBAS,mes,año,BBPD,BNPD,% AGUA,E_FLUJO,NU_COORD_UTM ESTE,NU_COORD_UTM NORTE,°API
LB 1945,14-ene-12,1,2012,11,8,0.27,GH10,266990.42,1112686.50,13.6
LB 1945,10-feb-12,2,2012,11,8,0.27,GH10,266990.42,1112686.50,13.6
LB 1945,11-mar-12,3,2012,11,8,0.27,GH10,266990.42,1112686.50,13.6
LB 1945,20-abr-12,4,2012,8,6,0.25,GH10,266990.42,1112686.50,13.6
LB 1945,8-jun-12,6,2012,9,7,0.22,GH10,266990.42,1112686.50,13.6
LB 1945,21-jul-12,7,2012,9,7,0.22,GH10,266990.42,1112686.50,13.6
LB 1945,24-ago-12,8,2012,10,8,0.2,GH10,266990.42,1112686.50,13.6
LB 1945,16-nov-12,11,2012,10,8,0.2,GH10,266990.42,1112686.50,13.6
LB 1945,31-ene-13,1,2013,13,10,0.23,GH10,266990.42,1112686.50,13.6
LB 1945,27-feb-13,2,2013,16,12,0.25,GH10,266990.42,1112686.50,13.6
LB 1945,8-mar-13,3,2013,15,12,0.2,GH10,266990.42,1112686.50,13.6
LB 1945,12-abr-13,4,2013,17,13,0.24,GH10,266990.42,1112686.50,13.6
LB 1945,14-may-13,5,2013,13,10,0.23,GH10,266990.42,1112686.50,13.6
LB 1945,7-jun-13,6,2013,13,10,0.23,GH10,266990.42,1112686.50,13.6
LB 1945,31-jul-13,7,2013,85,1,0.99,GH10,266990.42,1112686.50,13.6
LB 1945,30-ago-13,8,2013,18,15,0.17,GH10,266990.42,1112686.50,13.6
LB 1945,15-sep-13,9,2013,18,15,0.17,GH10,266990.42,1112686.50,13.6
LB 1945,9-oct-13,10,2013,19,16,0.16,GH10,266990.42,1112686.50,13.6
LB 1945,12-nov-13,11,2013,18,15,0.17,GH10,266990.42,1112686.50,13.6
LB 1945,12-dic-13,12,2013,18,15,0.17,GH10,266990.42,1112686.50,13.6
LB 1945,7-ene-14,1,2014,18,15,0.17,GH10,266990.42,1112686.50,13.6
LB 1945,11-feb-14,2,2014,20,17,0.15,GH10,266990.42,1112686.50,13.6
LB 1945,7-mar-14,3,2014,21,18,0.14,GH10,266990.42,1112686.50,13.6
LB 1945,6-abr-14,4,2014,19,16,0.16,GH10,266990.42,1112686.50,13.6
LB 1946,10-mar-09,3,2009,6,5,0.17,HH8,265799.13,1110850.20,10.3
LB 1946,6-abr-09,4,2009,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,19-may-09,5,2009,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,30-jun-09,6,2009,12,12,0,HH8,265799.13,1110850.20,10.3
LB 1946,20-jul-09,7,2009,13,11,0.15,HH8,265799.13,1110850.20,10.3
LB 1946,20-sep-09,9,2009,10,8,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,30-nov-09,11,2009,10,9,0.1,HH8,265799.13,1110850.20,10.3
LB 1946,21-feb-10,2,2010,9,8,0.11,HH8,265799.13,1110850.20,10.3
LB 1946,25-mar-10,3,2010,9,7,0.22,HH8,265799.13,1110850.20,10.3
LB 1946,19-abr-10,4,2010,8,6,0.25,HH8,265799.13,1110850.20,10.3
LB 1946,17-may-10,5,2010,14,11,0.21,HH8,265799.13,1110850.20,10.3
LB 1946,12-jun-10,6,2010,11,9,0.18,HH8,265799.13,1110850.20,10.3
LB 1946,16-ago-10,8,2010,15,12,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,8-sep-10,9,2010,13,10,0.23,HH8,265799.13,1110850.20,10.3
LB 1946,17-oct-10,10,2010,15,12,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,2-dic-10,12,2010,13,10,0.23,HH8,265799.13,1110850.20,10.3
LB 1946,12-jul-11,7,2011,6,5,0.17,HH8,265799.13,1110850.20,10.3
LB 1946,15-sep-11,9,2011,8,6,0.25,HH8,265799.13,1110850.20,10.3
LB 1946,17-ene-12,1,2012,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,16-mar-12,3,2012,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,15-abr-12,4,2012,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,13-jun-12,6,2012,12,10,0.17,HH8,265799.13,1110850.20,10.3
LB 1946,11-ago-12,8,2012,13,10,0.23,HH8,265799.13,1110850.20,10.3
LB 1946,11-sep-12,9,2012,11,9,0.18,HH8,265799.13,1110850.20,10.3
LB 1946,13-oct-12,10,2012,10,8,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,12-nov-12,11,2012,8,6,0.25,HH8,265799.13,1110850.20,10.3
LB 1946,8-feb-13,2,2013,8,6,0.25,HH8,265799.13,1110850.20,10.3
LB 1946,1-may-13,5,2013,5,4,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,7-jun-13,6,2013,7,6,0.14,HH8,265799.13,1110850.20,10.3
LB 1946,7-ago-13,8,2013,11,9,0.18,HH8,265799.13,1110850.20,10.3
LB 1946,7-oct-13,10,2013,5,4,0.2,HH8,265799.13,1110850.20,10.3
LB 1946,26-ene-14,1,2014,4,3,0.25,HH8,265799.13,1110850.20,10.3
LB 1946,17-mar-14,3,2014,5,4,0.2,HH8,265799.13,1110850.20,10.3
LB 1948,12-ene-09,1,2009,5,5,0,GG7,263956.68,1110501.60,12
LB 1948,19-feb-09,2,2009,4,4,0,GG7,263956.68,1110501.60,12
LB 1948,14-mar-09,3,2009,3,3,0,GG7,263956.68,1110501.60,12
LB 1948,15-abr-09,4,2009,5,5,0,GG7,263956.68,1110501.60,12
LB 1948,22-sep-09,9,2009,12,12,0,GG7,263956.68,1110501.60,12
LB 1948,3-oct-09,10,2009,7,7,0,GG7,263956.68,1110501.60,12
LB 1948,18-nov-09,11,2009,5,5,0,GG7,263956.68,1110501.60,12
LB 1948,17-feb-10,2,2010,6,5,0.17,GG7,263956.68,1110501.60,12
LB 1948,11-mar-10,3,2010,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,12-ago-11,8,2011,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,15-dic-11,12,2011,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,21-ene-12,1,2012,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,20-feb-12,2,2012,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,23-abr-12,4,2012,7,6,0.14,GG7,263956.68,1110501.60,12
LB 1948,23-may-12,5,2012,5,5,0,GG7,263956.68,1110501.60,12
LB 1948,13-jun-12,6,2012,5,5,0,GG7,263956.68,1110501.60,12
LB 1948,18-jul-12,7,2012,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,8-ago-12,8,2012,10,9,0.1,GG7,263956.68,1110501.60,12
LB 1948,12-sep-12,9,2012,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,24-nov-12,11,2012,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,11-dic-12,12,2012,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,17-ene-13,1,2013,10,9,0.1,GG7,263956.68,1110501.60,12
LB 1948,11-feb-13,2,2013,11,10,0.09,GG7,263956.68,1110501.60,12
LB 1948,14-mar-13,3,2013,7,6,0.14,GG7,263956.68,1110501.60,12
LB 1948,18-abr-13,4,2013,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,22-may-13,5,2013,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,30-jun-13,6,2013,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1948,21-jul-13,7,2013,10,9,0.1,GG7,263956.68,1110501.60,12
LB 1948,15-ago-13,8,2013,7,6,0.14,GG7,263956.68,1110501.60,12
LB 1948,23-sep-13,9,2013,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,20-nov-13,11,2013,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,24-ene-14,1,2014,9,8,0.11,GG7,263956.68,1110501.60,12
LB 1948,9-feb-14,2,2014,12,11,0.08,GG7,263956.68,1110501.60,12
LB 1948,19-mar-14,3,2014,10,9,0.1,GG7,263956.68,1110501.60,12
LB 1948,10-abr-14,4,2014,8,7,0.13,GG7,263956.68,1110501.60,12
LB 1949,26-may-09,5,2009,13,9,0.31,HH8,265550.49,1109804.60,12
LB 1949,17-jun-09,6,2009,11,10,0.09,HH8,265550.49,1109804.60,12
LB 1949,9-jul-09,7,2009,12,11,0.08,HH8,265550.49,1109804.60,12
LB 1949,25-ago-09,8,2009,10,10,0,HH8,265550.49,1109804.60,12
LB 1949,26-sep-09,9,2009,12,11,0.08,HH8,265550.49,1109804.60,12
LB 1949,28-nov-09,11,2009,12,11,0.08,HH8,265550.49,1109804.60,12
LB 1949,23-mar-10,3,2010,10,10,0,HH8,265550.49,1109804.60,12
LB 1949,13-abr-10,4,2010,12,11,0.08,HH8,265550.49,1109804.60,12
LB 1949,10-may-10,5,2010,13,12,0.08,HH8,265550.49,1109804.60,12
LB 1949,30-jun-10,6,2010,9,9,0,HH8,265550.49,1109804.60,12
LB 1949,20-jul-10,7,2010,8,8,0,HH8,265550.49,1109804.60,12
LB 1949,14-oct-10,10,2010,10,8,0.2,HH8,265550.49,1109804.60,12
LB 1949,17-dic-10,12,2010,12,9,0.25,HH8,265550.49,1109804.60,12
LB 1949,4-ene-11,1,2011,10,8,0.2,HH8,265550.49,1109804.60,12
LB 1949,12-feb-11,2,2011,11,9,0.18,HH8,265550.49,1109804.60,12
LB 1949,14-mar-11,3,2011,11,9,0.18,HH8,265550.49,1109804.60,12
LB 1949,28-ago-11,8,2011,14,11,0.21,HH8,265550.49,1109804.60,12
LB 1949,10-dic-11,12,2011,13,10,0.23,HH8,265550.49,1109804.60,12
LB 1949,20-ene-12,1,2012,11,8,0.27,HH8,265550.49,1109804.60,12
LB 1949,5-feb-12,2,2012,10,7,0.3,HH8,265550.49,1109804.60,12
LB 1949,16-mar-12,3,2012,12,9,0.25,HH8,265550.49,1109804.60,12
LB 1949,9-abr-12,4,2012,9,7,0.22,HH8,265550.49,1109804.60,12
LB 1949,22-may-12,5,2012,9,7,0.22,HH8,265550.49,1109804.60,12
LB 1949,22-jun-12,6,2012,9,7,0.22,HH8,265550.49,1109804.60,12
LB 1949,9-ago-12,8,2012,7,5,0.29,HH8,265550.49,1109804.60,12
LB 1949,28-nov-12,11,2012,9,7,0.22,HH8,265550.49,1109804.60,12
LB 1949,14-ene-13,1,2013,8,6,0.25,HH8,265550.49,1109804.60,12
LB 1949,16-feb-13,2,2013,8,6,0.25,HH8,265550.49,1109804.60,12
LB 1949,6-ago-13,8,2013,9,7,0.22,HH8,265550.49,1109804.60,12
LB 1949,18-dic-13,12,2013,14,10,0.29,HH8,265550.49,1109804.60,12
LB 1949,29-ene-14,1,2014,6,4,0.33,HH8,265550.49,1109804.60,12
LB 1949,15-mar-14,3,2014,8,6,0.25,HH8,265550.49,1109804.60,12
LB 1950,13-feb-09,2,2009,5,5,0,HH7,263551.54,1109580.00,13.7
LB 1950,15-abr-09,4,2009,5,5,0,HH7,263551.54,1109580.00,13.7
LB 1950,21-may-09,5,2009,5,5,0,HH7,263551.54,1109580.00,13.7
LB 1950,29-jun-09,6,2009,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,20-jul-09,7,2009,12,11,0.08,HH7,263551.54,1109580.00,13.7
LB 1950,20-ago-09,8,2009,17,17,0,HH7,263551.54,1109580.00,13.7
LB 1950,24-sep-09,9,2009,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,23-oct-09,10,2009,13,12,0.08,HH7,263551.54,1109580.00,13.7
LB 1950,14-nov-09,11,2009,13,12,0.08,HH7,263551.54,1109580.00,13.7
LB 1950,23-mar-10,3,2010,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,13-abr-10,4,2010,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,8-jun-10,6,2010,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,31-jul-10,7,2010,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,15-ago-10,8,2010,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,8-sep-10,9,2010,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,22-oct-10,10,2010,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,10-nov-10,11,2010,17,17,0,HH7,263551.54,1109580.00,13.7
LB 1950,11-ene-11,1,2011,14,14,0,HH7,263551.54,1109580.00,13.7
LB 1950,5-mar-11,3,2011,17,17,0,HH7,263551.54,1109580.00,13.7
LB 1950,6-may-11,5,2011,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,9-jun-11,6,2011,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,24-sep-11,9,2011,9,9,0,HH7,263551.54,1109580.00,13.7
LB 1950,28-oct-11,10,2011,9,9,0,HH7,263551.54,1109580.00,13.7
LB 1950,30-nov-11,11,2011,10,10,0,HH7,263551.54,1109580.00,13.7
LB 1950,20-ene-12,1,2012,15,15,0,HH7,263551.54,1109580.00,13.7
LB 1950,4-feb-12,2,2012,8,8,0,HH7,263551.54,1109580.00,13.7
LB 1950,19-mar-12,3,2012,7,7,0,HH7,263551.54,1109580.00,13.7
LB 1950,23-jun-12,6,2012,9,9,0,HH7,263551.54,1109580.00,13.7
LB 1950,12-jul-12,7,2012,12,12,0,HH7,263551.54,1109580.00,13.7
LB 1950,8-ago-12,8,2012,16,16,0,HH7,263551.54,1109580.00,13.7
LB 1950,27-abr-13,4,2013,13,13,0,HH7,263551.54,1109580.00,13.7
LB 1950,4-sep-13,9,2013,3,3,0,HH7,263551.54,1109580.00,13.7
LB 1950,14-oct-13,10,2013,9,9,0,HH7,263551.54,1109580.00,13.7
LB 1951,8-abr-12,4,2012,7,7,0,GG9,266968.88,1111983.30,11.1
LB 1953,1-feb-09,2,2009,21,19,0.1,HH8,265933.06,1110023.60,10
LB 1953,18-abr-09,4,2009,34,32,0.06,HH8,265933.06,1110023.60,10
LB 1953,25-may-09,5,2009,15,13,0.13,HH8,265933.06,1110023.60,10
LB 1953,13-jun-09,6,2009,19,18,0.05,HH8,265933.06,1110023.60,10
LB 1953,19-ago-09,8,2009,23,22,0.04,HH8,265933.06,1110023.60,10
LB 1953,12-sep-09,9,2009,23,22,0.04,HH8,265933.06,1110023.60,10
LB 1953,20-oct-09,10,2009,23,22,0.04,HH8,265933.06,1110023.60,10
LB 1953,8-nov-09,11,2009,21,20,0.05,HH8,265933.06,1110023.60,10
LB 1953,13-ene-10,1,2010,22,21,0.05,HH8,265933.06,1110023.60,10
LB 1953,10-feb-10,2,2010,20,19,0.05,HH8,265933.06,1110023.60,10
LB 1953,23-mar-10,3,2010,21,20,0.05,HH8,265933.06,1110023.60,10
LB 1953,10-abr-10,4,2010,22,21,0.05,HH8,265933.06,1110023.60,10
LB 1953,26-oct-10,10,2010,17,15,0.12,HH8,265933.06,1110023.60,10
LB 1953,15-dic-10,12,2010,16,14,0.13,HH8,265933.06,1110023.60,10
LB 1953,12-ene-11,1,2011,15,13,0.13,HH8,265933.06,1110023.60,10
LB 1953,15-feb-11,2,2011,15,13,0.13,HH8,265933.06,1110023.60,10
LB 1953,8-mar-11,3,2011,15,13,0.13,HH8,265933.06,1110023.60,10
LB 1953,17-abr-11,4,2011,13,12,0.08,HH8,265933.06,1110023.60,10
LB 1953,17-may-11,5,2011,9,8,0.11,HH8,265933.06,1110023.60,10
LB 1953,17-jul-11,7,2011,12,11,0.08,HH8,265933.06,1110023.60,10
LB 1953,6-ago-11,8,2011,17,15,0.12,HH8,265933.06,1110023.60,10
LB 1953,14-sep-11,9,2011,11,10,0.09,HH8,265933.06,1110023.60,10
LB 1953,22-nov-11,11,2011,10,9,0.1,HH8,265933.06,1110023.60,10
LB 1953,10-dic-11,12,2011,10,9,0.1,HH8,265933.06,1110023.60,10
LB 1953,20-ene-12,1,2012,7,6,0.14,HH8,265933.06,1110023.60,10
LB 1953,14-feb-12,2,2012,7,6,0.14,HH8,265933.06,1110023.60,10
LB 1953,4-abr-12,4,2012,13,12,0.08,HH8,265933.06,1110023.60,10
LB 1953,9-jun-12,6,2012,10,9,0.1,HH8,265933.06,1110023.60,10
LB 1953,24-jul-12,7,2012,8,7,0.13,HH8,265933.06,1110023.60,10
LB 1953,3-sep-12,9,2012,20,18,0.1,HH8,265933.06,1110023.60,10
LB 1953,3-oct-12,10,2012,9,8,0.11,HH8,265933.06,1110023.60,10
LB 1953,2-dic-12,12,2012,8,7,0.13,HH8,265933.06,1110023.60,10
LB 1953,16-feb-13,2,2013,12,11,0.08,HH8,265933.06,1110023.60,10
LB 1953,9-may-13,5,2013,4,4,0,HH8,265933.06,1110023.60,10
LB 1953,19-jul-13,7,2013,8,7,0.13,HH8,265933.06,1110023.60,10
LB 1953,15-sep-13,9,2013,4,4,0,HH8,265933.06,1110023.60,10
LB 1953,15-oct-13,10,2013,5,4,0.2,HH8,265933.06,1110023.60,10
LB 1953,8-abr-14,4,2014,8,7,0.13,HH8,265933.06,1110023.60,10
LB 1954,2-mar-09,3,2009,18,11,0.39,GG9,266770.87,1112100.11,11.5
LB 1954,16-abr-09,4,2009,19,10,0.47,GG9,266770.87,1112100.11,11.5
LB 1954,18-may-09,5,2009,23,12,0.48,GG9,266770.87,1112100.11,11.5
LB 1954,9-jun-09,6,2009,17,9,0.47,GG9,266770.87,1112100.11,11.5
LB 1954,16-nov-10,11,2010,24,16,0.33,GG9,266770.87,1112100.11,11.5
LB 1954,9-dic-10,12,2010,19,13,0.32,GG9,266770.87,1112100.11,11.5
LB 1954,24-feb-11,2,2011,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,24-abr-11,4,2011,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,18-jul-11,7,2011,5,3,0.4,GG9,266770.87,1112100.11,11.5
LB 1954,16-ago-11,8,2011,5,3,0.4,GG9,266770.87,1112100.11,11.5
LB 1954,16-jul-12,7,2012,15,10,0.33,GG9,266770.87,1112100.11,11.5
LB 1954,26-ago-12,8,2012,13,9,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,17-sep-12,9,2012,13,9,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,23-dic-12,12,2012,12,8,0.33,GG9,266770.87,1112100.11,11.5
LB 1954,23-feb-13,2,2013,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,9-mar-13,3,2013,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,19-may-13,5,2013,15,10,0.33,GG9,266770.87,1112100.11,11.5
LB 1954,9-jun-13,6,2013,17,11,0.35,GG9,266770.87,1112100.11,11.5
LB 1954,9-jul-13,7,2013,8,5,0.38,GG9,266770.87,1112100.11,11.5
LB 1954,12-ago-13,8,2013,22,15,0.32,GG9,266770.87,1112100.11,11.5
LB 1954,4-sep-13,9,2013,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1954,14-oct-13,10,2013,12,8,0.33,GG9,266770.87,1112100.11,11.5
LB 1954,11-feb-14,2,2014,14,9,0.36,GG9,266770.87,1112100.11,11.5
LB 1954,15-mar-14,3,2014,16,11,0.31,GG9,266770.87,1112100.11,11.5
LB 1955,26-oct-12,10,2012,14,11,0.21,GH10,266974.53,1112216.89,10
LB 1955,16-ago-13,8,2013,2,2,0,GH10,266974.53,1112216.89,10
LB 1955,20-sep-13,9,2013,2,2,0,GH10,266974.53,1112216.89,10
LB 1955,15-oct-13,10,2013,2,2,0,GH10,266974.53,1112216.89,10
LB 1955,18-ene-14,1,2014,7,6,0.14,GH10,266974.53,1112216.89,10
LB 1956,18-feb-09,2,2009,33,31,0.06,HH9,266965.93,1111524.00,10
LB 1956,7-may-09,5,2009,24,21,0.13,HH9,266965.93,1111524.00,10
LB 1956,20-ago-09,8,2009,26,23,0.12,HH9,266965.93,1111524.00,10
LB 1956,16-nov-09,11,2009,17,15,0.12,HH9,266965.93,1111524.00,10
LB 1956,1-dic-11,12,2011,11,9,0.18,HH9,266965.93,1111524.00,10
LB 1956,15-ene-12,1,2012,9,7,0.22,HH9,266965.93,1111524.00,10
LB 1956,3-feb-12,2,2012,9,7,0.22,HH9,266965.93,1111524.00,10
LB 1956,5-mar-12,3,2012,10,8,0.2,HH9,266965.93,1111524.00,10
LB 1956,19-may-12,5,2012,7,6,0.14,HH9,266965.93,1111524.00,10
LB 1956,12-jun-12,6,2012,9,7,0.22,HH9,266965.93,1111524.00,10
LB 1956,21-jul-12,7,2012,8,7,0.13,HH9,266965.93,1111524.00,10
LB 1956,6-ago-12,8,2012,11,9,0.18,HH9,266965.93,1111524.00,10
LB 1956,29-nov-12,11,2012,6,5,0.17,HH9,266965.93,1111524.00,10
LB 1956,18-dic-12,12,2012,10,8,0.2,HH9,266965.93,1111524.00,10
LB 1956,11-ene-13,1,2013,8,7,0.13,HH9,266965.93,1111524.00,10
LB 1956,5-feb-13,2,2013,7,6,0.14,HH9,266965.93,1111524.00,10
LB 1956,13-mar-13,3,2013,10,8,0.2,HH9,266965.93,1111524.00,10
LB 1956,14-nov-13,11,2013,4,3,0.25,HH9,266965.93,1111524.00,10
LB 1956,17-feb-14,2,2014,5,4,0.2,HH9,266965.93,1111524.00,10
LB 1956,15-mar-14,3,2014,15,12,0.2,HH9,266965.93,1111524.00,10
LB 1957,27-ago-09,8,2009,5,5,0,GG7,263756.98,1110387.70,10.8
LB 1957,7-sep-09,9,2009,8,8,0,GG7,263756.98,1110387.70,10.8
LB 1957,13-nov-09,11,2009,5,5,0,GG7,263756.98,1110387.70,10.8
LB 1957,18-feb-10,2,2010,7,7,0,GG7,263756.98,1110387.70,10.8
LB 1957,21-ago-11,8,2011,8,7,0.13,GG7,263756.98,1110387.70,10.8
LB 1957,6-sep-11,9,2011,14,13,0.07,GG7,263756.98,1110387.70,10.8
LB 1957,8-ene-12,1,2012,12,11,0.08,GG7,263756.98,1110387.70,10.8
LB 1957,6-sep-12,9,2012,11,10,0.09,GG7,263756.98,1110387.70,10.8
LB 1957,12-dic-12,12,2012,13,12,0.08,GG7,263756.98,1110387.70,10.8
LB 1957,9-ene-13,1,2013,10,9,0.1,GG7,263756.98,1110387.70,10.8
LB 1957,10-abr-13,4,2013,8,7,0.13,GG7,263756.98,1110387.70,10.8
LB 1957,17-may-13,5,2013,6,5,0.17,GG7,263756.98,1110387.70,10.8
LB 1957,29-jun-13,6,2013,6,5,0.17,GG7,263756.98,1110387.70,10.8
LB 1957,10-jul-13,7,2013,6,5,0.17,GG7,263756.98,1110387.70,10.8
LB 1957,21-sep-13,9,2013,5,5,0,GG7,263756.98,1110387.70,10.8
LB 1957,19-ene-14,1,2014,5,5,0,GG7,263756.98,1110387.70,10.8
LB 1959,22-feb-09,2,2009,2,2,0,HH7,263752.15,1109695.60,12.2
LB 1959,16-abr-09,4,2009,5,5,0,HH7,263752.15,1109695.60,12.2
LB 1959,24-may-09,5,2009,12,11,0.08,HH7,263752.15,1109695.60,12.2
LB 1959,18-jun-09,6,2009,5,5,0,HH7,263752.15,1109695.60,12.2
LB 1959,21-jul-09,7,2009,10,9,0.1,HH7,263752.15,1109695.60,12.2
LB 1959,13-ago-11,8,2011,6,6,0,HH7,263752.15,1109695.60,12.2
LB 1959,16-sep-11,9,2011,7,7,0,HH7,263752.15,1109695.60,12.2
LB 1959,19-feb-12,2,2012,5,5,0,HH7,263752.15,1109695.60,12.2
LB 1959,27-may-13,5,2013,7,7,0,HH7,263752.15,1109695.60,12.2
LB 1959,2-ago-13,8,2013,2,2,0,HH7,263752.15,1109695.60,12.2
LB 1959,19-sep-13,9,2013,2,2,0,HH7,263752.15,1109695.60,12.2
LB 1959,12-dic-13,12,2013,7,7,0,HH7,263752.15,1109695.60,12.2
LB 1963,15-ago-09,8,2009,3,2,0.33,HH8,265555.02,1110029.10,14.3
LB 1963,15-nov-11,11,2011,19,2,0.89,HH8,265555.02,1110029.10,14.3
LB 1963,2-abr-13,4,2013,15,2,0.87,HH8,265555.02,1110029.10,14.3
LB 1963,6-ago-13,8,2013,14,2,0.86,HH8,265555.02,1110029.10,14.3
LB 1964,9-mar-09,3,2009,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,22-abr-09,4,2009,19,12,0.37,HH9,266968.50,1111753.70,16.3
LB 1964,13-may-09,5,2009,15,12,0.2,HH9,266968.50,1111753.70,16.3
LB 1964,23-jun-09,6,2009,45,35,0.22,HH9,266968.50,1111753.70,16.3
LB 1964,17-jul-09,7,2009,18,14,0.22,HH9,266968.50,1111753.70,16.3
LB 1964,26-ago-09,8,2009,17,13,0.24,HH9,266968.50,1111753.70,16.3
LB 1964,10-sep-09,9,2009,18,14,0.22,HH9,266968.50,1111753.70,16.3
LB 1964,8-oct-09,10,2009,15,12,0.2,HH9,266968.50,1111753.70,16.3
LB 1964,23-nov-09,11,2009,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,13-dic-09,12,2009,16,11,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,10-ene-10,1,2010,16,11,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,11-feb-10,2,2010,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,11-mar-10,3,2010,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,28-abr-10,4,2010,16,11,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,8-may-10,5,2010,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,5-jun-10,6,2010,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,28-jul-10,7,2010,25,17,0.32,HH9,266968.50,1111753.70,16.3
LB 1964,22-ago-10,8,2010,19,13,0.32,HH9,266968.50,1111753.70,16.3
LB 1964,21-sep-10,9,2010,23,15,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,24-oct-10,10,2010,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,23-nov-10,11,2010,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,14-dic-10,12,2010,14,9,0.36,HH9,266968.50,1111753.70,16.3
LB 1964,14-ene-11,1,2011,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,25-feb-11,2,2011,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,7-mar-11,3,2011,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,6-abr-11,4,2011,12,8,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,8-may-11,5,2011,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,18-jun-11,6,2011,10,7,0.3,HH9,266968.50,1111753.70,16.3
LB 1964,14-jul-11,7,2011,21,14,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,24-sep-11,9,2011,18,12,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,8-oct-11,10,2011,16,11,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,19-nov-11,11,2011,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,2-dic-11,12,2011,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,24-ene-12,1,2012,13,9,0.31,HH9,266968.50,1111753.70,16.3
LB 1964,4-feb-12,2,2012,11,7,0.36,HH9,266968.50,1111753.70,16.3
LB 1964,12-mar-12,3,2012,10,7,0.3,HH9,266968.50,1111753.70,16.3
LB 1964,16-abr-12,4,2012,11,7,0.36,HH9,266968.50,1111753.70,16.3
LB 1964,13-may-12,5,2012,15,10,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,4-nov-12,11,2012,17,11,0.35,HH9,266968.50,1111753.70,16.3
LB 1964,4-dic-12,12,2012,18,12,0.33,HH9,266968.50,1111753.70,16.3
LB 1964,14-ene-13,1,2013,17,11,0.35,HH9,266968.50,1111753.70,16.3
